trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
313-Summer,19:38:00,19:38:00,E67A53B0B9AB4E619C21D7C16C034501,11,,,,82279
313-Summer,19:46:00,19:46:00,62E201E23B5148898D8B3B73B9395B4B,12,,,,88915
313-Summer,19:57:00,19:57:00,078CADB54DE04AA996C133AEDEE8BB5F,13,,,,98955
314-Summer,07:46:00,07:46:00,078CADB54DE04AA996C133AEDEE8BB5F,1,,,,0
314-Summer,07:57:00,07:57:00,62E201E23B5148898D8B3B73B9395B4B,2,,,,10040
314-Summer,08:04:00,08:04:00,E67A53B0B9AB4E619C21D7C16C034501,3,,,,16676
314-Summer,08:10:00,08:10:00,5E1E78E6CA654F5AA0E2FE485DA71495,4,,,,24123
314-Summer,08:22:00,08:22:00,34EA179D31FE4CA5A9A5A42D9CCE8156,5,,,,41845
314-Summer,08:31:00,08:31:00,BD92F07447C74C9DA620D889725EF244,6,,,,53226
314-Summer,08:38:00,08:38:00,7113724B905946399163A4CB5AAB66A1,7,,,,58568
314-Summer,08:45:00,08:45:00,86470B019FB24F4E9102A97F07848105,8,,,,65869
314-Summer,08:53:00,08:53:00,B0B4F69638D547C988E9A71DB08D3BBC,9,,,,73291
314-Summer,09:05:00,09:05:00,60ADB9309B084464BBCC2C1ABCD908E8,10,,,,85392
314-Summer,09:14:00,09:14:00,8E0AECA660E44BA39BDF374FF1D09F96,11,,,,91926
314-Summer,09:22:00,09:22:00,BC30329248DF4E6E8A114C0822124408,12,,,,96031
314-Summer,09:30:00,09:30:00,C9C9EEB6CE1A46C3BD0901F3F225933E,13,,,,98955
315-Summer,18:50:00,18:50:00,C9C9EEB6CE1A46C3BD0901F3F225933E,1,,,,0
315-Summer,18:58:00,18:58:00,BC30329248DF4E6E8A114C0822124408,2,,,,2924
315-Summer,19:05:00,19:05:00,8E0AECA660E44BA39BDF374FF1D09F96,3,,,,7029
315-Summer,19:13:00,19:13:00,26C502B2E36D484DA6376618E6600DAF,4,,,,13563
315-Summer,19:24:00,19:24:00,B0B4F69638D547C988E9A71DB08D3BBC,5,,,,25664
315-Summer,19:31:00,19:31:00,86470B019FB24F4E9102A97F07848105,6,,,,33086
315-Summer,19:39:00,19:39:00,7113724B905946399163A4CB5AAB66A1,7,,,,40387
315-Summer,19:45:00,19:45:00,BD92F07447C74C9DA620D889725EF244,8,,,,45729
315-Summer,19:55:00,19:55:00,34EA179D31FE4CA5A9A5A42D9CCE8156,9,,,,57110
315-Summer,20:09:00,20:09:00,5E1E78E6CA654F5AA0E2FE485DA71495,10,,,,74832
315-Summer,20:18:00,20:18:00,E67A53B0B9AB4E619C21D7C16C034501,11,,,,82279
315-Summer,20:26:00,20:26:00,62E201E23B5148898D8B3B73B9395B4B,12,,,,88915
315-Summer,20:37:00,20:37:00,078CADB54DE04AA996C133AEDEE8BB5F,13,,,,98955
321-Summer,06:35:00,06:35:00,C9C9EEB6CE1A46C3BD0901F3F225933E,1,,,,0
321-Summer,06:52:00,06:52:00,1E66EEF0911344ACB3B67E230A99DB81,2,,,,13638
321-Summer,07:37:00,07:37:00,64C983C0E74E491488B298F46879C65A,3,,,,53632
321-Summer,07:47:00,07:47:00,1555D7C62D784D6B9F2AD871999E0098,4,,,,59037
322-Summer,05:01:00,05:01:00,1555D7C62D784D6B9F2AD871999E0098,1,,,,0
322-Summer,05:09:00,05:09:00,64C983C0E74E491488B298F46879C65A,2,,,,5405
322-Summer,05:15:00,05:15:00,A0F9D1776F1A485A9E1A06A3C1261782,3,,,,8844
322-Summer,05:29:00,05:29:00,9500D42D80744F9499D42D654CA522E6,4,,,,23660
322-Summer,05:34:00,05:34:00,7E1B4F506A5B47B7A2C858934721BE5A,5,,,,27316
322-Summer,05:42:00,05:42:00,F94650F367DD4D28AB4648C95746AFA6,6,,,,34180
322-Summer,05:55:00,05:55:00,26C502B2E36D484DA6376618E6600DAF,7,,,,45399
322-Summer,06:04:00,06:04:00,8E0AECA660E44BA39BDF374FF1D09F96,8,,,,52017
322-Summer,06:12:00,06:12:00,BC30329248DF4E6E8A114C0822124408,9,,,,56113
322-Summer,06:20:00,06:20:00,C9C9EEB6CE1A46C3BD0901F3F225933E,10,,,,59037
324-Summer,05:21:00,05:21:00,1555D7C62D784D6B9F2AD871999E0098,1,,,,0
324-Summer,05:29:00,05:29:00,64C983C0E74E491488B298F46879C65A,2,,,,5405
324-Summer,05:35:00,05:35:00,A0F9D1776F1A485A9E1A06A3C1261782,3,,,,8844
324-Summer,05:49:00,05:49:00,9500D42D80744F9499D42D654CA522E6,4,,,,23660
324-Summer,05:54:00,05:54:00,7E1B4F506A5B47B7A2C858934721BE5A,5,,,,27316
324-Summer,06:02:00,06:02:00,F94650F367DD4D28AB4648C95746AFA6,6,,,,34180
324-Summer,06:15:00,06:15:00,26C502B2E36D484DA6376618E6600DAF,7,,,,45399
324-Summer,06:24:00,06:24:00,8E0AECA660E44BA39BDF374FF1D09F96,8,,,,52017
324-Summer,06:32:00,06:32:00,BC30329248DF4E6E8A114C0822124408,9,,,,56113
324-Summer,06:40:00,06:40:00,C9C9EEB6CE1A46C3BD0901F3F225933E,10,,,,59037
325-Summer,13:15:00,13:15:00,C9C9EEB6CE1A46C3BD0901F3F225933E,1,,,,0
325-Summer,13:23:00,13:23:00,BC30329248DF4E6E8A114C0822124408,2,,,,2924
325-Summer,13:30:00,13:30:00,8E0AECA660E44BA39BDF374FF1D09F96,3,,,,7020
325-Summer,13:38:00,13:38:00,26C502B2E36D484DA6376618E6600DAF,4,,,,13638
325-Summer,13:49:00,13:49:00,F94650F367DD4D28AB4648C95746AFA6,5,,,,24857
325-Summer,13:57:00,13:57:00,7E1B4F506A5B47B7A2C858934721BE5A,6,,,,31721
325-Summer,14:03:00,14:03:00,9500D42D80744F9499D42D654CA522E6,7,,,,35377
325-Summer,14:17:00,14:17:00,A0F9D1776F1A485A9E1A06A3C1261782,8,,,,50193
325-Summer,14:24:00,14:24:00,64C983C0E74E491488B298F46879C65A,9,,,,53632
325-Summer,14:34:00,14:34:00,1555D7C62D784D6B9F2AD871999E0098,10,,,,59037
326-Summer,05:56:00,05:56:00,1555D7C62D784D6B9F2AD871999E0098,1,,,,0
326-Summer,06:04:00,06:04:00,64C983C0E74E491488B298F46879C65A,2,,,,5405
326-Summer,06:10:00,06:10:00,A0F9D1776F1A485A9E1A06A3C1261782,3,,,,8844
326-Summer,06:24:00,06:24:00,9500D42D80744F9499D42D654CA522E6,4,,,,23660
326-Summer,06:29:00,06:29:00,7E1B4F506A5B47B7A2C858934721BE5A,5,,,,27316
326-Summer,06:37:00,06:37:00,F94650F367DD4D28AB4648C95746AFA6,6,,,,34180
326-Summer,06:50:00,06:50:00,26C502B2E36D484DA6376618E6600DAF,7,,,,45399
326-Summer,06:59:00,06:59:00,8E0AECA660E44BA39BDF374FF1D09F96,8,,,,52017
326-Summer,07:07:00,07:07:00,BC30329248DF4E6E8A114C0822124408,9,,,,56113
326-Summer,07:15:00,07:15:00,C9C9EEB6CE1A46C3BD0901F3F225933E,10,,,,59037
327-Summer,15:20:00,15:20:00,C9C9EEB6CE1A46C3BD0901F3F225933E,1,,,,0
327-Summer,15:28:00,15:28:00,BC30329248DF4E6E8A114C0822124408,2,,,,2924
327-Summer,15:35:00,15:35:00,8E0AECA660E44BA39BDF374FF1D09F96,3,,,,7020
327-Summer,15:43:00,15:43:00,26C502B2E36D484DA6376618E6600DAF,4,,,,13638
327-Summer,15:54:00,15:54:00,F94650F367DD4D28AB4648C95746AFA6,5,,,,24857
327-Summer,16:02:00,16:02:00,7E1B4F506A5B47B7A2C858934721BE5A,6,,,,31721
327-Summer,16:08:00,16:08:00,9500D42D80744F9499D42D654CA522E6,7,,,,35377
327-Summer,16:22:00,16:22:00,A0F9D1776F1A485A9E1A06A3C1261782,8,,,,50193
327-Summer,16:29:00,16:29:00,64C983C0E74E491488B298F46879C65A,9,,,,53632
327-Summer,16:39:00,16:39:00,1555D7C62D784D6B9F2AD871999E0098,10,,,,59037
328-Summer,06:16:00,06:16:00,1555D7C62D784D6B9F2AD871999E0098,1,,,,0
328-Summer,06:24:00,06:24:00,64C983C0E74E491488B298F46879C65A,2,,,,5405
328-Summer,06:30:00,06:30:00,A0F9D1776F1A485A9E1A06A3C1261782,3,,,,8844
328-Summer,06:44:00,06:44:00,9500D42D80744F9499D42D654CA522E6,4,,,,23660
328-Summer,06:49:00,06:49:00,7E1B4F506A5B47B7A2C858934721BE5A,5,,,,27316
328-Summer,06:57:00,06:57:00,F94650F367DD4D28AB4648C95746AFA6,6,,,,34180
328-Summer,07:10:00,07:10:00,26C502B2E36D484DA6376618E6600DAF,7,,,,45399
328-Summer,07:19:00,07:19:00,8E0AECA660E44BA39BDF374FF1D09F96,8,,,,52017
328-Summer,07:27:00,07:27:00,BC30329248DF4E6E8A114C0822124408,9,,,,56113
328-Summer,07:35:00,07:35:00,C9C9EEB6CE1A46C3BD0901F3F225933E,10,,,,59037
329-Summer,16:10:00,16:10:00,C9C9EEB6CE1A46C3BD0901F3F225933E,1,,,,0
329-Summer,16:18:00,16:18:00,BC30329248DF4E6E8A114C0822124408,2,,,,2924
329-Summer,16:25:00,16:25:00,8E0AECA660E44BA39BDF374FF1D09F96,3,,,,7020
329-Summer,16:33:00,16:33:00,26C502B2E36D484DA6376618E6600DAF,4,,,,13638
329-Summer,16:44:00,16:44:00,F94650F367DD4D28AB4648C95746AFA6,5,,,,24857
329-Summer,16:52:00,16:52:00,7E1B4F506A5B47B7A2C858934721BE5A,6,,,,31721
329-Summer,16:58:00,16:58:00,9500D42D80744F9499D42D654CA522E6,7,,,,35377
329-Summer,17:12:00,17:12:00,A0F9D1776F1A485A9E1A06A3C1261782,8,,,,50193
329-Summer,17:19:00,17:19:00,64C983C0E74E491488B298F46879C65A,9,,,,53632
329-Summer,17:29:00,17:29:00,1555D7C62D784D6B9F2AD871999E0098,10,,,,59037
330-Summer,07:21:00,07:21:00,1555D7C62D784D6B9F2AD871999E0098,1,,,,0
330-Summer,07:29:00,07:29:00,64C983C0E74E491488B298F46879C65A,2,,,,5405
330-Summer,07:35:00,07:35:00,A0F9D1776F1A485A9E1A06A3C1261782,3,,,,8844
330-Summer,07:49:00,07:49:00,9500D42D80744F9499D42D654CA522E6,4,,,,23660
330-Summer,07:54:00,07:54:00,7E1B4F506A5B47B7A2C858934721BE5A,5,,,,27316
330-Summer,08:02:00,08:02:00,F94650F367DD4D28AB4648C95746AFA6,6,,,,34180
330-Summer,08:15:00,08:15:00,26C502B2E36D484DA6376618E6600DAF,7,,,,45399
330-Summer,08:24:00,08:24:00,8E0AECA660E44BA39BDF374FF1D09F96,8,,,,52017
330-Summer,08:32:00,08:32:00,BC30329248DF4E6E8A114C0822124408,9,,,,56113
330-Summer,08:40:00,08:40:00,C9C9EEB6CE1A46C3BD0901F3F225933E,10,,,,59037
331-Summer,17:10:00,17:10:00,C9C9EEB6CE1A46C3BD0901F3F225933E,1,,,,0
331-Summer,17:18:00,17:18:00,BC30329248DF4E6E8A114C0822124408,2,,,,2924
331-Summer,17:25:00,17:25:00,8E0AECA660E44BA39BDF374FF1D09F96,3,,,,7020
331-Summer,17:33:00,17:33:00,26C502B2E36D484DA6376618E6600DAF,4,,,,13638
331-Summer,17:44:00,17:44:00,F94650F367DD4D28AB4648C95746AFA6,5,,,,24857
331-Summer,17:52:00,17:52:00,7E1B4F506A5B47B7A2C858934721BE5A,6,,,,31721
331-Summer,17:58:00,17:58:00,9500D42D80744F9499D42D654CA522E6,7,,,,35377
331-Summer,18:12:00,18:12:00,A0F9D1776F1A485A9E1A06A3C1261782,8,,,,50193
331-Summer,18:19:00,18:19:00,64C983C0E74E491488B298F46879C65A,9,,,,53632
331-Summer,18:29:00,18:29:00,1555D7C62D784D6B9F2AD871999E0098,10,,,,59037
332-Summer,08:01:00,08:01:00,1555D7C62D784D6B9F2AD871999E0098,1,,,,0
332-Summer,08:09:00,08:09:00,64C983C0E74E491488B298F46879C65A,2,,,,5405
332-Summer,08:15:00,08:15:00,A0F9D1776F1A485A9E1A06A3C1261782,3,,,,8844
332-Summer,08:29:00,08:29:00,9500D42D80744F9499D42D654CA522E6,4,,,,23660
332-Summer,08:34:00,08:34:00,7E1B4F506A5B47B7A2C858934721BE5A,5,,,,27316
332-Summer,08:42:00,08:42:00,F94650F367DD4D28AB4648C95746AFA6,6,,,,34180
332-Summer,08:55:00,08:55:00,26C502B2E36D484DA6376618E6600DAF,7,,,,45399
332-Summer,09:04:00,09:04:00,8E0AECA660E44BA39BDF374FF1D09F96,8,,,,52017
332-Summer,09:12:00,09:12:00,BC30329248DF4E6E8A114C0822124408,9,,,,56113
332-Summer,09:20:00,09:20:00,C9C9EEB6CE1A46C3BD0901F3F225933E,10,,,,59037
333-Summer,17:30:00,17:30:00,C9C9EEB6CE1A46C3BD0901F3F225933E,1,,,,0
333-Summer,17:38:00,17:38:00,BC30329248DF4E6E8A114C0822124408,2,,,,2924
333-Summer,17:45:00,17:45:00,8E0AECA660E44BA39BDF374FF1D09F96,3,,,,7020
333-Summer,17:53:00,17:53:00,26C502B2E36D484DA6376618E6600DAF,4,,,,13638
333-Summer,18:04:00,18:04:00,F94650F367DD4D28AB4648C95746AFA6,5,,,,24857
333-Summer,18:12:00,18:12:00,7E1B4F506A5B47B7A2C858934721BE5A,6,,,,31721
333-Summer,18:18:00,18:18:00,9500D42D80744F9499D42D654CA522E6,7,,,,35377
333-Summer,18:32:00,18:32:00,A0F9D1776F1A485A9E1A06A3C1261782,8,,,,50193
333-Summer,18:39:00,18:39:00,64C983C0E74E491488B298F46879C65A,9,,,,53632
333-Summer,18:49:00,18:49:00,1555D7C62D784D6B9F2AD871999E0098,10,,,,59037
335-Summer,18:00:00,18:00:00,C9C9EEB6CE1A46C3BD0901F3F225933E,1,,,,0
335-Summer,18:08:00,18:08:00,BC30329248DF4E6E8A114C0822124408,2,,,,2924
335-Summer,18:15:00,18:15:00,8E0AECA660E44BA39BDF374FF1D09F96,3,,,,7020
335-Summer,18:23:00,18:23:00,26C502B2E36D484DA6376618E6600DAF,4,,,,13638
335-Summer,18:34:00,18:34:00,F94650F367DD4D28AB4648C95746AFA6,5,,,,24857
335-Summer,18:42:00,18:42:00,7E1B4F506A5B47B7A2C858934721BE5A,6,,,,31721
335-Summer,18:48:00,18:48:00,9500D42D80744F9499D42D654CA522E6,7,,,,35377
335-Summer,19:02:00,19:02:00,A0F9D1776F1A485A9E1A06A3C1261782,8,,,,50193
335-Summer,19:09:00,19:09:00,64C983C0E74E491488B298F46879C65A,9,,,,53632
335-Summer,19:19:00,19:19:00,1555D7C62D784D6B9F2AD871999E0098,10,,,,59037
336-Summer,15:38:00,15:38:00,1555D7C62D784D6B9F2AD871999E0098,1,,,,0
336-Summer,15:46:00,15:46:00,64C983C0E74E491488B298F46879C65A,2,,,,5405
336-Summer,15:52:00,15:52:00,A0F9D1776F1A485A9E1A06A3C1261782,3,,,,8844
336-Summer,16:06:00,16:06:00,9500D42D80744F9499D42D654CA522E6,4,,,,23660
336-Summer,16:32:00,16:32:00,60ADB9309B084464BBCC2C1ABCD908E8,5,,,,45399
336-Summer,16:57:00,16:57:00,C9C9EEB6CE1A46C3BD0901F3F225933E,6,,,,59037
337-Summer,19:00:00,19:00:00,C9C9EEB6CE1A46C3BD0901F3F225933E,1,,,,0
337-Summer,19:08:00,19:08:00,BC30329248DF4E6E8A114C0822124408,2,,,,2924
337-Summer,19:15:00,19:15:00,8E0AECA660E44BA39BDF374FF1D09F96,3,,,,7020
337-Summer,19:23:00,19:23:00,26C502B2E36D484DA6376618E6600DAF,4,,,,13638
337-Summer,19:34:00,19:34:00,F94650F367DD4D28AB4648C95746AFA6,5,,,,24857
337-Summer,19:42:00,19:42:00,7E1B4F506A5B47B7A2C858934721BE5A,6,,,,31721
337-Summer,19:48:00,19:48:00,9500D42D80744F9499D42D654CA522E6,7,,,,35377
337-Summer,20:02:00,20:02:00,A0F9D1776F1A485A9E1A06A3C1261782,8,,,,50193
337-Summer,20:09:00,20:09:00,64C983C0E74E491488B298F46879C65A,9,,,,53632
337-Summer,20:19:00,20:19:00,1555D7C62D784D6B9F2AD871999E0098,10,,,,59037
338-Summer,17:10:00,17:10:00,1555D7C62D784D6B9F2AD871999E0098,1,,,,0
338-Summer,17:18:00,17:18:00,64C983C0E74E491488B298F46879C65A,2,,,,5405
338-Summer,18:04:00,18:04:00,60ADB9309B084464BBCC2C1ABCD908E8,3,,,,45399
338-Summer,18:29:00,18:29:00,C9C9EEB6CE1A46C3BD0901F3F225933E,4,,,,59037
301-Juneteenth,13:00:00,13:00:00,C9C9EEB6CE1A46C3BD0901F3F225933E,1,,,,0
301-Juneteenth,13:08:00,13:08:00,BC30329248DF4E6E8A114C0822124408,2,,,,2924
301-Juneteenth,13:15:00,13:15:00,8E0AECA660E44BA39BDF374FF1D09F96,3,,,,7029
301-Juneteenth,13:23:00,13:23:00,26C502B2E36D484DA6376618E6600DAF,4,,,,13563
301-Juneteenth,13:34:00,13:34:00,B0B4F69638D547C988E9A71DB08D3BBC,5,,,,25664
301-Juneteenth,13:41:00,13:41:00,86470B019FB24F4E9102A97F07848105,6,,,,33086
301-Juneteenth,13:49:00,13:49:00,7113724B905946399163A4CB5AAB66A1,7,,,,40387
301-Juneteenth,13:55:00,13:55:00,BD92F07447C74C9DA620D889725EF244,8,,,,45729
301-Juneteenth,14:07:00,14:07:00,34EA179D31FE4CA5A9A5A42D9CCE8156,9,,,,57110
301-Juneteenth,14:26:00,14:26:00,5E1E78E6CA654F5AA0E2FE485DA71495,10,,,,74832
301-Juneteenth,14:35:00,14:35:00,E67A53B0B9AB4E619C21D7C16C034501,11,,,,82279
301-Juneteenth,14:43:00,14:43:00,62E201E23B5148898D8B3B73B9395B4B,12,,,,88915
301-Juneteenth,14:56:00,14:56:00,078CADB54DE04AA996C133AEDEE8BB5F,13,,,,98955
302-Juneteenth,05:06:00,05:06:00,078CADB54DE04AA996C133AEDEE8BB5F,1,,,,0
302-Juneteenth,05:17:00,05:17:00,62E201E23B5148898D8B3B73B9395B4B,2,,,,10040
302-Juneteenth,05:24:00,05:24:00,E67A53B0B9AB4E619C21D7C16C034501,3,,,,16676
302-Juneteenth,05:30:00,05:30:00,5E1E78E6CA654F5AA0E2FE485DA71495,4,,,,24123
302-Juneteenth,05:42:00,05:42:00,34EA179D31FE4CA5A9A5A42D9CCE8156,5,,,,41845
302-Juneteenth,05:51:00,05:51:00,BD92F07447C74C9DA620D889725EF244,6,,,,53226
302-Juneteenth,05:58:00,05:58:00,7113724B905946399163A4CB5AAB66A1,7,,,,58568
302-Juneteenth,06:05:00,06:05:00,86470B019FB24F4E9102A97F07848105,8,,,,65869
302-Juneteenth,06:13:00,06:13:00,B0B4F69638D547C988E9A71DB08D3BBC,9,,,,73291
302-Juneteenth,06:25:00,06:25:00,60ADB9309B084464BBCC2C1ABCD908E8,10,,,,85392
302-Juneteenth,06:34:00,06:34:00,8E0AECA660E44BA39BDF374FF1D09F96,11,,,,91926
302-Juneteenth,06:42:00,06:42:00,BC30329248DF4E6E8A114C0822124408,12,,,,96031
302-Juneteenth,06:50:00,06:50:00,C9C9EEB6CE1A46C3BD0901F3F225933E,13,,,,98955
305-Juneteenth,15:30:00,15:30:00,C9C9EEB6CE1A46C3BD0901F3F225933E,1,,,,0
305-Juneteenth,15:38:00,15:38:00,BC30329248DF4E6E8A114C0822124408,2,,,,2924
305-Juneteenth,15:45:00,15:45:00,8E0AECA660E44BA39BDF374FF1D09F96,3,,,,7029
305-Juneteenth,15:53:00,15:53:00,26C502B2E36D484DA6376618E6600DAF,4,,,,13563
305-Juneteenth,16:04:00,16:04:00,B0B4F69638D547C988E9A71DB08D3BBC,5,,,,25664
305-Juneteenth,16:11:00,16:11:00,86470B019FB24F4E9102A97F07848105,6,,,,33086
305-Juneteenth,16:19:00,16:19:00,7113724B905946399163A4CB5AAB66A1,7,,,,40387
305-Juneteenth,16:25:00,16:25:00,BD92F07447C74C9DA620D889725EF244,8,,,,45729
305-Juneteenth,16:37:00,16:37:00,34EA179D31FE4CA5A9A5A42D9CCE8156,9,,,,57110
305-Juneteenth,16:56:00,16:56:00,5E1E78E6CA654F5AA0E2FE485DA71495,10,,,,74832
305-Juneteenth,17:05:00,17:05:00,E67A53B0B9AB4E619C21D7C16C034501,11,,,,82279
305-Juneteenth,17:13:00,17:13:00,62E201E23B5148898D8B3B73B9395B4B,12,,,,88915
305-Juneteenth,17:26:00,17:26:00,078CADB54DE04AA996C133AEDEE8BB5F,13,,,,98955
306-Juneteenth,05:41:00,05:41:00,078CADB54DE04AA996C133AEDEE8BB5F,1,,,,0
306-Juneteenth,05:52:00,05:52:00,62E201E23B5148898D8B3B73B9395B4B,2,,,,10040
306-Juneteenth,05:59:00,05:59:00,E67A53B0B9AB4E619C21D7C16C034501,3,,,,16676
306-Juneteenth,06:05:00,06:05:00,5E1E78E6CA654F5AA0E2FE485DA71495,4,,,,24123
306-Juneteenth,06:17:00,06:17:00,34EA179D31FE4CA5A9A5A42D9CCE8156,5,,,,41845
306-Juneteenth,06:26:00,06:26:00,BD92F07447C74C9DA620D889725EF244,6,,,,53226
306-Juneteenth,06:33:00,06:33:00,7113724B905946399163A4CB5AAB66A1,7,,,,58568
306-Juneteenth,06:40:00,06:40:00,86470B019FB24F4E9102A97F07848105,8,,,,65869
306-Juneteenth,06:48:00,06:48:00,B0B4F69638D547C988E9A71DB08D3BBC,9,,,,73291
306-Juneteenth,07:00:00,07:00:00,60ADB9309B084464BBCC2C1ABCD908E8,10,,,,85392
306-Juneteenth,07:09:00,07:09:00,8E0AECA660E44BA39BDF374FF1D09F96,11,,,,91926
306-Juneteenth,07:17:00,07:17:00,BC30329248DF4E6E8A114C0822124408,12,,,,96031
306-Juneteenth,07:25:00,07:25:00,C9C9EEB6CE1A46C3BD0901F3F225933E,13,,,,98955
309-Juneteenth,16:40:00,16:40:00,C9C9EEB6CE1A46C3BD0901F3F225933E,1,,,,0
309-Juneteenth,16:48:00,16:48:00,BC30329248DF4E6E8A114C0822124408,2,,,,2924
309-Juneteenth,16:55:00,16:55:00,8E0AECA660E44BA39BDF374FF1D09F96,3,,,,7029
309-Juneteenth,17:03:00,17:03:00,26C502B2E36D484DA6376618E6600DAF,4,,,,13563
309-Juneteenth,17:14:00,17:14:00,B0B4F69638D547C988E9A71DB08D3BBC,5,,,,25664
309-Juneteenth,17:21:00,17:21:00,86470B019FB24F4E9102A97F07848105,6,,,,33086
309-Juneteenth,17:29:00,17:29:00,7113724B905946399163A4CB5AAB66A1,7,,,,40387
309-Juneteenth,17:35:00,17:35:00,BD92F07447C74C9DA620D889725EF244,8,,,,45729
309-Juneteenth,17:47:00,17:47:00,34EA179D31FE4CA5A9A5A42D9CCE8156,9,,,,57110
309-Juneteenth,18:06:00,18:06:00,5E1E78E6CA654F5AA0E2FE485DA71495,10,,,,74832
309-Juneteenth,18:15:00,18:15:00,E67A53B0B9AB4E619C21D7C16C034501,11,,,,82279
309-Juneteenth,18:23:00,18:23:00,62E201E23B5148898D8B3B73B9395B4B,12,,,,88915
309-Juneteenth,18:36:00,18:36:00,078CADB54DE04AA996C133AEDEE8BB5F,13,,,,98955
310-Juneteenth,06:26:00,06:26:00,078CADB54DE04AA996C133AEDEE8BB5F,1,,,,0
310-Juneteenth,06:37:00,06:37:00,62E201E23B5148898D8B3B73B9395B4B,2,,,,10040
310-Juneteenth,06:44:00,06:44:00,E67A53B0B9AB4E619C21D7C16C034501,3,,,,16676
310-Juneteenth,06:50:00,06:50:00,5E1E78E6CA654F5AA0E2FE485DA71495,4,,,,24123
310-Juneteenth,07:02:00,07:02:00,34EA179D31FE4CA5A9A5A42D9CCE8156,5,,,,41845
310-Juneteenth,07:11:00,07:11:00,BD92F07447C74C9DA620D889725EF244,6,,,,53226
310-Juneteenth,07:18:00,07:18:00,7113724B905946399163A4CB5AAB66A1,7,,,,58568
310-Juneteenth,07:25:00,07:25:00,86470B019FB24F4E9102A97F07848105,8,,,,65869
310-Juneteenth,07:33:00,07:33:00,B0B4F69638D547C988E9A71DB08D3BBC,9,,,,73291
310-Juneteenth,07:45:00,07:45:00,60ADB9309B084464BBCC2C1ABCD908E8,10,,,,85392
310-Juneteenth,07:54:00,07:54:00,8E0AECA660E44BA39BDF374FF1D09F96,11,,,,91926
310-Juneteenth,08:02:00,08:02:00,BC30329248DF4E6E8A114C0822124408,12,,,,96031
310-Juneteenth,08:10:00,08:10:00,C9C9EEB6CE1A46C3BD0901F3F225933E,13,,,,98955
313-Juneteenth,18:10:00,18:10:00,C9C9EEB6CE1A46C3BD0901F3F225933E,1,,,,0
313-Juneteenth,18:18:00,18:18:00,BC30329248DF4E6E8A114C0822124408,2,,,,2924
313-Juneteenth,18:25:00,18:25:00,8E0AECA660E44BA39BDF374FF1D09F96,3,,,,7029
313-Juneteenth,18:33:00,18:33:00,26C502B2E36D484DA6376618E6600DAF,4,,,,13563
313-Juneteenth,18:44:00,18:44:00,B0B4F69638D547C988E9A71DB08D3BBC,5,,,,25664
313-Juneteenth,18:51:00,18:51:00,86470B019FB24F4E9102A97F07848105,6,,,,33086
313-Juneteenth,18:59:00,18:59:00,7113724B905946399163A4CB5AAB66A1,7,,,,40387
313-Juneteenth,19:05:00,19:05:00,BD92F07447C74C9DA620D889725EF244,8,,,,45729
313-Juneteenth,19:15:00,19:15:00,34EA179D31FE4CA5A9A5A42D9CCE8156,9,,,,57110
313-Juneteenth,19:29:00,19:29:00,5E1E78E6CA654F5AA0E2FE485DA71495,10,,,,74832
313-Juneteenth,19:38:00,19:38:00,E67A53B0B9AB4E619C21D7C16C034501,11,,,,82279
313-Juneteenth,19:46:00,19:46:00,62E201E23B5148898D8B3B73B9395B4B,12,,,,88915
313-Juneteenth,19:57:00,19:57:00,078CADB54DE04AA996C133AEDEE8BB5F,13,,,,98955
314-Juneteenth,07:46:00,07:46:00,078CADB54DE04AA996C133AEDEE8BB5F,1,,,,0
314-Juneteenth,07:57:00,07:57:00,62E201E23B5148898D8B3B73B9395B4B,2,,,,10040
314-Juneteenth,08:04:00,08:04:00,E67A53B0B9AB4E619C21D7C16C034501,3,,,,16676
314-Juneteenth,08:10:00,08:10:00,5E1E78E6CA654F5AA0E2FE485DA71495,4,,,,24123
314-Juneteenth,08:22:00,08:22:00,34EA179D31FE4CA5A9A5A42D9CCE8156,5,,,,41845
314-Juneteenth,08:31:00,08:31:00,BD92F07447C74C9DA620D889725EF244,6,,,,53226
314-Juneteenth,08:38:00,08:38:00,7113724B905946399163A4CB5AAB66A1,7,,,,58568
314-Juneteenth,08:45:00,08:45:00,86470B019FB24F4E9102A97F07848105,8,,,,65869
314-Juneteenth,08:53:00,08:53:00,B0B4F69638D547C988E9A71DB08D3BBC,9,,,,73291
314-Juneteenth,09:05:00,09:05:00,60ADB9309B084464BBCC2C1ABCD908E8,10,,,,85392
314-Juneteenth,09:14:00,09:14:00,8E0AECA660E44BA39BDF374FF1D09F96,11,,,,91926
314-Juneteenth,09:22:00,09:22:00,BC30329248DF4E6E8A114C0822124408,12,,,,96031
314-Juneteenth,09:30:00,09:30:00,C9C9EEB6CE1A46C3BD0901F3F225933E,13,,,,98955
324-Juneteenth,05:21:00,05:21:00,1555D7C62D784D6B9F2AD871999E0098,1,,,,0
324-Juneteenth,05:29:00,05:29:00,64C983C0E74E491488B298F46879C65A,2,,,,5405
324-Juneteenth,05:35:00,05:35:00,A0F9D1776F1A485A9E1A06A3C1261782,3,,,,8844
324-Juneteenth,05:49:00,05:49:00,9500D42D80744F9499D42D654CA522E6,4,,,,23660
